f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Jayme,Unemi,M,870,136-2501,YELLVILLE,AR,72687,S,Y,5000,1.3826939,20,0,20
Amante,Oberhauser,M,917,870-2811,LEICESTER,NY,14481,M,Y,5000,4,0,0,1000
Fracisco,Poujol,F,334,933-5274,SELMA,AL,36701,S,N,60000,5,1500,0,0
Yossi,Nicaud,M,605,936-1452,ARMOUR,SD,57313,S,N,35000,0,0,0,0
Donna,Herity,M,480,347-1310,FORT THOMAS,AZ,85536,S,N,70000,3.8,2100,0,0
Dongseung,Bolliger,F,712,121-1418,GOOSE LAKE,IA,52750,M,N,45000,7.111101,0,80,0
Clyde,Streicher,F,276,137-3435,NORTON,VA,24273,M,N,85000,5.75,0,1800,0
Chaitanya,Karedla,M,406,629-5615,BILLINGS,MT,59117,M,Y,100000,6.9,0,3800,1900
Yasuichi,Sereno,M,859,740-5321,OWINGSVILLE,KY,40360,M,Y,30000,3.5,0,40,20
Danielle,Mokryn,F,989,799-3416,ROCKWOOD,MI,48173,S,N,25000,3.9,3100,0,0
Talia,Khachiyan,F,859,786-7777,KEENE,KY,40339,M,N,20000,2.9444444,0,40,0
Liehuey,Polster,F,360,712-3790,PASCO,WA,99302,S,Y,5000,0,0,0,0
Arif,Janetzko,F,985,459-2422,LAKE CHARLES,LA,70612,M,Y,60000,6,0,9000,1000
Xiangfeng,Preteux,F,870,842-2267,CASA,AR,72025,S,N,85000,7,20,0,0
Keiichiro,Rosay,F,860,302-1720,STAMFORD,CT,6921,M,Y,25000,5,0,24500,0
Masami,Keeffe,M,808,433-7752,EWA BEACH,HI,96706,M,N,80000,8.25,0,2080,0
Genoveffa,McQuire,F,406,885-5530,COOKE CITY,MT,59020,S,Y,35000,6.9,1900,0,1900
Wessel,Collaud,F,307,291-6655,FOUR CORNERS,WY,82715,S,Y,35000,0,0,0,0
Onkar,Aponte,F,302,325-6486,WILMINGTON,DE,19850,M,Y,20000,3.2227273,0,220,110
Toshio,Higginson,M,203,982-3164,GILMAN,CT,6336,S,N,25000,5,12750,0,0
Yacine,Dress,F,307,153-2859,DEAVER,WY,82421,M,Y,15000,0,0,0,0
Izaskun,Cucka,F,947,258-3743,GOWEN,MI,49326,S,Y,25000,3.9,3100,0,3100
Krisda,Coover,F,864,693-3986,LYNCHBURG,SC,29080,M,Y,85000,7,0,6600,3300
Stacey,Ciampi,F,715,362-5512,BAILEYS HARBOR,WI,54202,M,N,65000,5.575788,0,1400,0
Gajanana,Halgason,F,334,423-6884,BRANTLEY,AL,36009,S,Y,10000,5,1500,0,300
Suleyman,Lavie,M,706,357-4275,ATLANTA,GA,30343,M,Y,100000,6,0,5400,3000
Yogesh,Stage,M,775,567-3663,LAMOILLE,NV,89828,S,Y,25000,0,0,0,0
Sefeng,Cesareni,M,816,764-9872,SAINT LOUIS,MO,63102,S,N,5000,3.75,2100,0,0
Sivanarayana,Dicky,M,619,193-5805,YORBA LINDA,CA,92885,M,Y,30000,6.590543,0,174,272
Eenjan,Schalk,F,607,521-4800,PALENVILLE,NY,12463,M,N,55000,4.272256,0,0,0
Melchior,Cippico,M,304,561-5793,BIG SPRINGS,WV,26137,M,Y,90000,6.5,0,4000,2000
Konstantinos,Bashian,M,208,709-5775,LAVA HOT SPRINGS,ID,83246,S,Y,85000,7.8,3300,0,3300
Helga,Viehstaedt,F,401,793-5981,PRUDENCE ISLAND,RI,2872,M,N,40000,0,0,0,0
Yinyu,Ushiama,M,913,896-4071,OLATHE,KS,66051,S,N,75000,6.45,2250,0,0
Karina,Blinzer,F,423,943-3250,SHILOH,TN,38376,M,N,70000,0,0,0,0
Jin,Schroff,M,304,745-2143,MARTINSBURG,WV,25404,S,N,35000,4.75,2000,0,0
Karoline,Huxford,M,602,553-2971,TEMPE,AZ,85285,M,Y,85000,4.0325,0,4200,2300
Miheko,Leathers,M,267,747-5693,DUNBAR,PA,15431,M,Y,100000,3.07,0,0,0
Murlikrishna,Nishanov,M,939,383-2474,LUQUILLO,PR,773,M,N,5000,0,0,0,0
Djamal,Ouhyoung,M,307,706-4496,SAVERY,WY,82332,S,Y,90000,0,0,0,0
Marzena,Maldonado,F,913,105-7503,MAPLE HILL,KS,66507,M,Y,15000,3.5,0,4500,2250
Mariangiola,Lipner,M,202,404-3795,WASHINGTON,DC,20372,S,N,75000,9,1370,0,0
Travis,Wehrenberg,F,636,935-1719,GRANGER,MO,63442,M,Y,15000,6,0,4200,1200
Tunhow,Haselbock,M,952,132-4389,UNDERWOOD,MN,56586,S,N,95000,7.85,3300,0,0
Cedric,Oppitz,M,505,906-9336,LINDRITH,NM,87029,S,Y,70000,5.3,3300,0,3300
Leucio,Krauser,M,334,607-8168,LAPINE,AL,36046,M,N,55000,5,0,3000,0
Elisa,d'Argence,M,208,476-1187,HOPE,ID,83836,M,Y,55000,7.8,0,6600,3300
Jaehyung,D'Amiano,M,609,309-3633,SAYREVILLE,NJ,8872,S,N,10000,1.4,1000,0,0
Oystein,Give'on,M,845,476-4229,MERIDIAN,NY,13113,S,N,85000,4.4460363,0,0,0
Fukumi,O'Boyle,F,580,377-2271,COLLINSVILLE,OK,74021,S,N,45000,6.25,1000,0,0
Yennun,O'Donoghue,F,208,518-6174,CARMEN,ID,83462,M,N,85000,7.8,0,6600,0
Bjajesh,D'Auria,F,702,648-7004,RENO,NV,89504,M,Y,55000,0,0,0,0
Guang,O'Young,M,402,557-8316,PALISADE,NE,69040,M,N,90000,6.84,0,206,0
Byron,d'Astous,M,808,160-5912,CAPTAIN COOK,HI,96704,S,N,75000,8.25,1040,0,0
Chendong,d'Acierno,F,417,723-3383,SAINT LOUIS,MO,63121,S,Y,45000,6,2100,0,1200
Guoqiang,D'Agostino,M,603,332-6783,NEWPORT,NH,3773,S,N,5000,0,0,0,0
Cun,d'Alcantara,M,931,936-5869,DRESDEN,TN,38225,M,Y,95000,0,0,0,0
Sophia,D'Agostino,F,205,987-8050,ANDALUSIA,AL,36420,M,N,40000,5,0,3000,0
Daron,D'Ambra,F,520,465-2979,GLENDALE,AZ,85306,M,N,50000,3.49,0,4200,0
Henda,d'Astous,M,574,252-5051,PALMYRA,IN,47164,M,N,60000,3.4,0,2000,0
Cedric,O'Reagan,M,410,712-6906,BALTIMORE,MD,21235,M,Y,100000,4.75,0,4800,2400
Pentti,D'Hooge,F,308,197-8097,LONG PINE,NE,69217,S,N,40000,6.84,103,0,0
Siba,D'Amiano,F,580,188-7033,AGRA,OK,74824,S,N,40000,6.25,1000,0,0
Jurjen,D'Hooge,F,334,487-4131,MOBILE,AL,36690,S,Y,85000,5,1500,0,300
Wenyu,Il'in,F,234,578-2841,HIGGINSPORT,OH,45131,M,N,75000,3.0356412,0,2600,0
Tilo,D'Aloisi,F,509,872-5881,SATSOP,WA,98583,S,Y,65000,0,0,0,0
Xin,O'Halloran,F,520,865-1136,TUCSON,AZ,85717,S,N,10000,2.87,2100,0,0
Motoaki,Vorc'h,M,406,708-6159,COLSTRIP,MT,59323,S,N,60000,6.9,1900,0,0
Harngdar,N'Dong,F,401,720-4205,WEST GREENWICH,RI,2817,S,N,5000,0,0,0,0
Dimitris,O'Hallaron,F,870,733-3855,SMITHVILLE,AR,72466,S,N,10000,2.5778654,20,0,0
Duro,D'Auria,M,302,517-7618,BETHEL,DE,19931,S,Y,45000,4.927273,110,0,110
Kejun,D'Auria,M,415,239-9806,RIVERSIDE,CA,92503,S,N,10000,1.869,87,0,0
Reino,O'Callaghan,M,605,664-8767,COLMAN,SD,57017,S,Y,80000,0,0,0,0
Eevi,d'Astous,F,620,551-4284,GREENSBURG,KS,67054,S,N,70000,6.45,2250,0,0
Lalgudi,D'Ambra,F,301,221-8097,ROCK HALL,MD,21661,M,N,15000,4.75,0,4800,0
Roni,d'Inverno,M,808,298-1016,HONOLULU,HI,96813,S,Y,30000,6.447368,1040,0,1040
Darryl,d'Argence,F,410,540-2771,FULTON,MD,20759,M,N,30000,4.75,0,4800,0
Anish,D'Auria,F,939,565-9364,ARECIBO,PR,613,S,Y,70000,0,0,0,0
Hyunok,d'Inverno,M,603,768-1325,BELMONT,NH,3220,S,Y,15000,0,0,0,0
Hendra,O'Boyle,F,914,241-8448,MONROE,NY,10950,M,Y,75000,4.3881097,0,0,1000
Fuyau,O'Hallaron,F,907,147-4579,FORT YUKON,AK,99740,S,Y,65000,0,0,0,0
Yixiu,N'Dong,F,623,480-3941,SONOITA,AZ,85637,S,N,50000,3.49,2100,0,0
Toshikazu,L'Ecuyer,F,931,650-2661,COOKEVILLE,TN,38506,M,N,90000,0,0,0,0
Huifen,D'Hont,M,480,809-1501,MARBLE CANYON,AZ,86036,M,N,20000,3.0249999,0,4200,0
Achour,O'Riordan,M,720,438-7045,HUGO,CO,80821,M,Y,85000,4.63,0,0,0
Brijesh,D'Aloisi,M,256,796-6278,COKER,AL,35452,M,N,20000,5,0,3000,0
Alan,O'Reagan,M,843,635-7891,ROCK HILL,SC,29730,S,Y,100000,7,3300,0,3300
Hongji,O'Halloran,M,623,121-2767,LAKE HAVASU CITY,AZ,86406,S,N,90000,4.11,2100,0,0
Toshiaki,O'Callaghan,F,216,271-6332,MIDDLEPORT,OH,45760,S,N,10000,0.8779744,1300,0,0
Eunsook,L'Excellent,M,907,627-6097,MINTO,AK,99758,S,N,50000,0,0,0,0
Nasreddine,N'Dong,M,808,262-7190,MOUNTAIN VIEW,HI,96771,M,Y,30000,6.447368,0,2080,1040
Roji,O'Cinneide,M,251,753-9091,BIRMINGHAM,AL,35238,S,Y,95000,5,1500,0,300
Vasken,d'Inverno,M,860,436-9926,TORRINGTON,CT,6790,M,N,20000,5,0,24500,0
Jerald,O'Hallaron,M,207,621-1572,LIMINGTON,ME,4049,S,Y,80000,8.5,2850,0,2850
Wesley,Ugol'nikov,M,339,919-9485,CAMBRIDGE,MA,2239,S,N,100000,5.3,3575,0,0
Amber,D'Ambra,M,541,634-9141,CRANE,OR,97732,S,Y,5000,7.4102564,159,0,159
Ladan,d'Astous,F,660,997-2887,SAINT LOUIS,MO,63122,S,N,55000,6,2100,0,0
Hergen,O'Cinneide,M,907,140-6130,PORT HEIDEN,AK,99549,S,Y,60000,0,0,0,0
Luan,d'Acierno,M,605,599-3866,ROSHOLT,SD,57260,S,N,95000,0,0,0,0
Noela,L'Excellent,M,360,951-2738,SEATTLE,WA,98144,M,Y,40000,0,0,0,0
Gian,O'Callaghan,M,435,608-2119,FILLMORE,UT,84631,S,N,70000,7,2475,0,0
Tadanori,d'Argence,M,802,982-9628,LONDONDERRY,VT,5148,S,Y,55000,4.099376,3300,0,3300
Tevfik,D'Agostino,M,573,711-6048,BOGARD,MO,64622,M,N,30000,6,0,4200,0
Sankaran,O'Boyle,M,406,200-5111,CORVALLIS,MT,59828,S,N,45000,6.9,1900,0,0
Rishiyur,L'Ecuyer,M,580,263-9100,FORGAN,OK,73938,M,N,20000,6.25,0,2000,0
Blake,D'Hooge,M,307,788-1347,HAWK SPRINGS,WY,82217,M,N,60000,0,0,0,0
Nripendra,D'Silva,F,505,381-8238,JARALES,NM,87023,M,Y,45000,5.3,0,6600,3300
Chrysanthos,Il'in,F,435,460-3503,CENTERVILLE,UT,84014,S,N,70000,7,2475,0,0
Hidenosuke,O'Neill,F,217,181-2059,MIDDLETOWN,IL,62666,S,N,70000,3,2000,0,0
Arumugam,Zhil'tzova,M,603,522-2467,SEABROOK,NH,3874,M,N,90000,0,0,0,0
Milton,O'Donoghue,F,307,642-5830,CLEARMONT,WY,82835,M,N,25000,0,0,0,0
Paolino,d'Acierno,M,660,801-7157,PIERCE CITY,MO,65723,S,Y,40000,6,2100,0,1200
Hauke,O'Dunlaing,M,405,647-3638,WILBURTON,OK,74578,M,N,70000,6.25,0,2000,0
Leszek,Narin'ani,M,989,866-6987,WARREN,MI,48092,M,N,85000,3.9,0,6200,0
Dhananjay,Vorc'h,F,208,583-3283,BOISE,ID,83726,S,Y,50000,7.8,3300,0,3300
Maartje,O'Donoghue,M,308,735-8857,CRAIG,NE,68019,M,N,85000,6.84,0,206,0
Chenhua,D'Auria,F,859,948-1406,EZEL,KY,41425,M,N,95000,6,0,40,0
Snjiv,d'Alcantara,F,660,664-8839,MILO,MO,64767,S,Y,45000,6,2100,0,1200
Seung,O'Halloran,F,208,146-6647,INDIAN VALLEY,ID,83632,M,Y,45000,7.8,0,6600,3300
Leaf,D'Ambra,F,276,950-1028,WATTSVILLE,VA,23483,S,Y,85000,5.75,900,0,900
Maite,d'Argence,F,406,952-9229,FLAXVILLE,MT,59222,M,Y,50000,6.9,0,3800,1900
Filiberto,d'Astous,M,503,400-8525,ESTACADA,OR,97023,M,N,45000,9,0,318,0
Belli,O'Donoghue,F,408,157-7083,ANAHEIM,CA,92825,S,N,90000,9.3,87,0,0
Franceso,D'Amiano,M,269,821-1141,CENTRAL LAKE,MI,49622,M,N,70000,3.9,0,6200,0
Lyndon,O'Reagan,F,203,677-5599,NORWICH,CT,6360,M,Y,10000,NaN,0,24500,0
Cullen,Narin'ani,F,603,592-3236,JACKSON,NH,3846,S,N,75000,0,0,0,0
Makato,D'Aloisi,F,509,336-8329,TOUTLE,WA,98649,S,N,40000,0,0,0,0
Octavio,d'Argence,F,812,600-1401,EAST ENTERPRISE,IN,47019,M,Y,15000,3.4,0,2000,1000
Reimund,D'Aloisi,F,913,628-9624,PFEIFER,KS,67660,S,N,65000,6.45,2250,0,0
Rinat,O'Donoghue,F,484,276-9185,REXMONT,PA,17085,M,Y,25000,3.07,0,0,0
Filioppo,D'Hondt,M,425,348-6557,STRATFORD,WA,98853,M,Y,65000,0,0,0,0
Kathrin,O'Young,M,702,174-3927,VERDI,NV,89439,M,N,35000,0,0,0,0
Adnan,Zhil'tzova,F,302,929-1151,WILMINGTON,DE,19809,S,Y,30000,3.9045453,110,0,110
Iara,Ugol'nikov,M,435,645-2362,SALT LAKE CITY,UT,84171,S,N,65000,7,2475,0,0
Houman,D'Agostino,F,307,690-9572,ROBERTSON,WY,82944,S,N,50000,0,0,0,0
Philip,d'Astous,M,808,623-1981,HALEIWA,HI,96712,M,N,85000,8.25,0,2080,0
Gareth,d'Alcantara,F,843,940-8924,TOWNVILLE,SC,29689,M,Y,25000,7,0,6600,3300
Patsy,D'Hont,F,920,263-2107,BLAIR,WI,54616,S,N,80000,5.836415,700,0,0
Sumeer,O'Dunlaing,F,802,438-1680,MORETOWN,VT,5660,M,N,70000,4.397808,0,6600,0
Dihua,D'Auria,M,602,860-4329,TEMPE,AZ,85284,S,Y,30000,3.1799998,2100,0,2300
Luisa,d'Astous,F,405,773-8864,MILBURN,OK,73450,M,N,40000,6.25,0,2000,0
Riqiang,d'Inverno,M,406,769-1997,ROLLINS,MT,59931,S,N,10000,4.916379,1900,0,0
Swaminathan,D'Ambra,M,410,851-3675,BALTIMORE,MD,21283,S,N,15000,4.75,2400,0,0
Theresa,N'Dong,F,401,298-6296,NORTH KINGSTOWN,RI,2852,M,Y,70000,0,0,0,0
Torkel,D'Aloisi,F,580,717-8749,CARTWRIGHT,OK,74731,S,N,70000,6.25,1000,0,0
Tiziano,Vorc'h,M,502,669-2537,FOREST HILLS,KY,41527,M,N,30000,3.5,0,40,0
Yaw,O'Young,F,901,482-3366,GERMANTOWN,TN,38183,M,Y,20000,0,0,0,0
Naohito,D'Hooge,M,605,855-1607,TORONTO,SD,57268,M,N,10000,0,0,0,0
Armstrong,O'Hallaron,M,307,995-9310,ELK MOUNTAIN,WY,82324,M,N,20000,0,0,0,0
Bart,O'Boyle,M,601,791-1988,HERNANDO,MS,38632,M,N,20000,5,0,12000,0
Virendra,Acil'diev,F,216,149-5821,LEIPSIC,OH,45856,M,N,45000,2.039795,0,2600,0
Usama,Zhil'tzova,M,808,180-7529,HANA,HI,96713,M,Y,35000,7.3486843,0,2080,1040
Isaac,d'Inverno,F,786,805-4451,HOMESTEAD,FL,33032,S,N,70000,0,0,0,0
Whay,O'Halloran,F,802,633-8903,WATERVILLE,VT,5492,S,N,25000,3.6,3300,0,0
Roseanne,Zhil'tzova,F,769,700-9246,LUMBERTON,MS,39455,M,N,55000,5,0,12000,0
Malti,O'Riordan,F,917,834-1093,HOWELLS,NY,10932,M,N,70000,4.359146,0,0,0
Santonu,O'Hallaron,M,317,383-5455,WHITING,IN,46394,S,N,55000,3.4,1000,0,0
Ladislas,Ugol'nikov,M,720,412-1209,JEFFERSON,CO,80456,M,Y,80000,4.63,0,0,0
Aslihan,d'Argence,M,414,529-8312,CHIPPEWA FALLS,WI,54774,M,Y,5000,4.6,0,1400,400
Irit,D'Silva,F,775,418-6196,OVERTON,NV,89040,S,Y,25000,0,0,0,0
Kwun,O'Donoghue,F,808,820-1625,KAPOLEI,HI,96709,S,N,10000,2.8421054,1040,0,0
Abdelhak,D'Hont,F,505,188-2953,RADIUM SPRINGS,NM,88054,S,N,65000,5.3,3300,0,0
Peigen,D'Hont,M,402,448-4386,GORDON,NE,69343,M,N,90000,6.84,0,206,0
Guoqing,D'Aloisi,M,202,421-8569,WASHINGTON,DC,20355,M,Y,25000,7.875,0,2740,1370
Dmitri,O'Dunlaing,M,501,961-6597,JOINER,AR,72350,M,N,65000,7,0,40,0
Merav,d'Alcantara,F,971,265-5071,BEAVERTON,OR,97008,S,Y,30000,9,159,0,159
Mitsuyuki,d'Acierno,M,425,198-5641,TACOMA,WA,98445,M,Y,90000,0,0,0,0
Boonsieng,O'Donoghue,M,276,931-2394,MONTEBELLO,VA,24464,S,N,95000,5.75,900,0,0
Shivendra,O'Boyle,F,330,704-9471,CECIL,OH,45821,M,N,45000,2.039795,0,2600,0
Margus,D'Auria,F,252,313-5017,GRANITE FALLS,NC,28630,S,Y,85000,7.515734,3300,0,3300
Gagan,D'Ambra,F,508,446-8110,GREENBUSH,MA,2040,M,N,45000,5.3,0,7150,0
Natraj,Vorc'h,M,502,485-9315,TATEVILLE,KY,42558,S,N,30000,3.5,20,0,0
Geir,d'Acierno,M,603,991-8405,THORNTON,NH,3285,M,N,20000,0,0,0,0
Kinh,O'Dunlaing,F,939,385-3186,GUAYNABO,PR,965,S,N,20000,0,0,0,0
Vecheslav,L'Ecuyer,M,404,675-4127,AUGUSTA,GA,30917,S,N,80000,6,2700,0,0
Oleg,Zhil'tzova,M,941,234-5186,ROCKLEDGE,FL,32955,M,Y,60000,0,0,0,0
Xiannong,Zhil'tzova,M,260,453-8116,SAINT CROIX,IN,47576,S,Y,100000,3.4,1000,0,1000
Petra,O'Neill,F,404,816-6281,MAXEYS,GA,30671,S,Y,20000,6,2700,0,3000
Helga,L'Excellent,F,505,613-2298,CLINES CORNERS,NM,87070,M,Y,5000,1.7,0,6600,3300
Guilhem,O'Dunlaing,F,253,807-9071,PASCO,WA,99301,S,N,10000,0,0,0,0
Upen,O'Callaghan,F,203,707-2258,TORRINGTON,CT,6790,S,N,100000,5,12750,0,0
Diego,L'Ecuyer,F,417,714-8095,GALT,MO,64641,S,Y,15000,6,2100,0,1200
Kitty,O'Riordan,M,303,871-7586,LOG LANE VILLAGE,CO,80705,M,Y,20000,4.63,0,0,0
Hiroyuke,O'Haver,F,434,207-9319,LOUISA,VA,23093,M,Y,45000,5.75,0,1800,900
Natalia,D'Ambra,M,304,571-1787,BLUE CREEK,WV,25026,M,Y,100000,6.5,0,4000,2000
Juliana,Acil'diev,F,802,636-3618,HANCOCK,VT,5748,M,N,10000,3.6,0,6600,0
Naiem,O'Reagan,M,808,814-4951,LANAI CITY,HI,96763,S,Y,45000,8.25,1040,0,1040
Vicraj,D'Hont,F,802,438-8331,WEST PAWLET,VT,5775,M,N,40000,3.800944,0,6600,0
Sentot,D'Auria,M,651,290-3107,GRAND RAPIDS,MN,55744,M,N,55000,7.1904483,0,6600,0
Sebastian,d'Argence,F,413,658-7882,BOSTON,MA,2114,S,Y,90000,5.3,3575,0,1000
Naoki,O'Neill,F,308,277-1787,WACO,NE,68460,S,Y,55000,6.84,103,0,103
Andi,D'Auria,M,308,612-5659,POTTER,NE,69156,S,N,100000,6.84,103,0,0
Cecylia,O'Haver,F,270,250-8568,BEAVER,KY,41604,S,N,35000,3.7777777,20,0,0
Naotake,d'Inverno,F,808,360-5557,KULA,HI,96790,S,N,25000,5.546053,1040,0,0
Niamh,Zhil'tzova,M,267,112-2612,MONONGAHELA,PA,15063,M,N,20000,3.07,0,0,0
Krichnakumar,D'Hont,F,302,517-5187,WILMINGTON,DE,19810,S,N,50000,5.268182,110,0,0
Weiru,D'Hooge,F,720,766-7570,GROVER,CO,80729,S,N,75000,4.63,0,0,0
Sreerama,Vorc'h,F,856,644-2252,STRATFORD,NJ,8084,S,Y,15000,1.4,1000,0,1500
Debajyoti,D'Ambra,F,603,500-1531,MELVIN VILLAGE,NH,3850,M,Y,80000,0,0,0,0
Toshimori,D'Silva,F,907,279-4893,JUNEAU,AK,99811,S,Y,45000,0,0,0,0
Lior,Zhil'tzova,F,405,468-1384,HODGEN,OK,74939,S,N,30000,6.25,1000,0,0
Kunitoshi,D'Hooge,M,843,494-5201,DALZELL,SC,29040,M,N,100000,7,0,6600,0
Jakov,D'Agostino,F,202,236-5006,WASHINGTON,DC,20024,M,Y,45000,9,0,2740,1370
Foong,Il'in,M,336,470-1647,ELM CITY,NC,27822,S,Y,60000,6.9912586,3300,0,3300
Farhad,d'Inverno,F,414,388-3581,SLINGER,WI,53086,S,Y,25000,4.880782,700,0,400
Ameet,O'Neill,F,228,305-6066,WINONA,MS,38967,M,Y,65000,5,0,12000,1500
Kwun,O'Neill,F,252,791-8552,PROCTORVILLE,NC,28375,S,Y,95000,7.7255244,3300,0,3300
Shigeyyoshi,d'Astous,F,405,706-6997,UNION CITY,OK,73090,M,Y,85000,6.25,0,2000,1000
Saydean,N'Dong,M,901,294-3010,SHAWANEE,TN,37867,M,N,25000,0,0,0,0
Malek,d'Inverno,M,321,812-7982,FORT PIERCE,FL,34979,M,Y,15000,0,0,0,0
Clit,O'Riordan,M,623,208-2329,PHOENIX,AZ,85066,S,Y,95000,4.1875,2100,0,2300
Manavendra,D'Hont,F,801,710-2962,LEHI,UT,84043,S,N,25000,7,2475,0,0
Daishi,D'Hondt,F,308,488-2348,TRENTON,NE,69044,S,Y,90000,6.84,103,0,103
Minqiang,Il'in,M,712,545-8393,WESTPHALIA,IA,51578,M,N,15000,2.479763,0,80,0
Shyhtsun,d'Astous,F,253,281-8295,BOW,WA,98232,M,Y,35000,0,0,0,0
Molly,Narin'ani,M,605,862-8589,TURTON,SD,57477,M,Y,25000,0,0,0,0
Saurabh,O'Neill,M,203,422-3838,WATERBURY,CT,6749,M,Y,35000,5,0,24500,0
Aimin,O'Dunlaing,F,870,752-6316,JERSEY,AR,71651,S,Y,50000,7,20,0,20
Satyanarayana,D'Hont,M,479,335-3523,BENTONVILLE,AR,72716,M,N,55000,7,0,40,0
Ingemar,N'Dong,M,507,516-8501,EDGERTON,MN,56128,S,Y,80000,7.85,3300,0,3300
Yadran,D'Silva,F,308,717-3893,REYNOLDS,NE,68429,M,Y,30000,6.84,0,206,103
Donny,Zhil'tzova,F,307,179-2266,SAINT STEPHENS,WY,82524,S,Y,95000,0,0,0,0
Joris,O'Callaghan,F,701,437-9455,AGATE,ND,58310,M,Y,35000,2.161439,0,6600,3300
Ignace,O'Donoghue,F,785,888-7406,MINNEOLA,KS,67865,M,Y,75000,6.45,0,4500,2250
Almudena,O'Cinneide,F,763,487-6833,STRATHCONA,MN,56759,M,N,20000,5.35,0,6600,0
Azzam,O'Hallaron,M,207,801-4466,UNION,ME,4862,S,N,95000,8.5,2850,0,0
Mayumi,D'Auria,M,865,629-3435,GUILD,TN,37340,S,N,55000,0,0,0,0
Vaishnavi,d'Acierno,M,620,634-1094,OLATHE,KS,66062,M,N,70000,6.45,0,4500,0
Arivind,O'Young,F,301,223-8802,TAYLORS ISLAND,MD,21669,M,N,85000,4.75,0,4800,0
Eliane,Zhil'tzova,F,574,878-5797,STOCKWELL,IN,47983,S,Y,55000,3.4,1000,0,1000
Ilyong,O'Hallaron,M,224,186-6027,WELDON,IL,61882,S,N,45000,3,2000,0,0
Xiaohan,Vorc'h,F,412,103-7631,TELFORD,PA,18969,M,N,100000,3.07,0,0,0
Kijoo,O'Riordan,M,717,670-1619,HOLTWOOD,PA,17532,S,N,10000,3.07,0,0,0
Nick,d'Acierno,M,703,739-1334,VANSANT,VA,24656,M,Y,45000,5.75,0,1800,900
Mugo,N'Dong,F,603,293-1319,JEFFERSON,NH,3583,S,Y,85000,0,0,0,0
Achim,D'Ambra,M,646,938-8484,SCHOHARIE,NY,12157,S,Y,30000,4.127439,0,0,1000
Arlindo,O'Callaghan,F,860,363-2937,HARTFORD,CT,6143,M,N,20000,5,0,24500,0
Gur,Give'on,M,304,870-4263,SLANESVILLE,WV,25444,M,N,85000,6.5,0,4000,0
Case,O'Cinneide,M,206,234-4119,LONGBRANCH,WA,98351,M,Y,70000,0,0,0,0
Satinder,O'Reagan,F,585,275-3769,MONTROSE,NY,10548,S,N,5000,4,0,0,0
Honesty,d'Abreu,F,870,198-6995,ROYAL,AR,71968,M,Y,45000,7,0,40,20
Djamal,O'Cinneide,M,769,278-3956,CLARKSDALE,MS,38614,S,Y,55000,5,6000,0,1500
Yigit,Ugol'nikov,M,541,928-1882,CULVER,OR,97734,M,N,55000,9,0,318,0
Thierry,D'Agostino,M,270,642-2422,WEST PADUCAH,KY,42086,M,Y,35000,3.7777777,0,40,20
Hiroko,D'Aloisi,F,406,208-9029,LIMA,MT,59739,S,Y,95000,6.9,1900,0,1900
Yosuke,Acil'diev,F,276,680-1827,SUSSEX,VA,23884,M,N,20000,5.75,0,1800,0
Atsuyuki,D'Aloisi,F,949,229-1630,SAN FRANCISCO,CA,94110,S,N,55000,9.3,87,0,0
Shelly,L'Excellent,F,718,659-9923,SPARROW BUSH,NY,12780,S,Y,90000,4.475,0,0,1000
Leysia,O'Callaghan,M,812,799-6825,EATON,IN,47338,M,Y,85000,3.4,0,2000,1000
Yasuaki,D'Silva,M,603,581-8284,HINSDALE,NH,3451,S,N,90000,0,0,0,0
Juei,O'Halloran,M,505,914-6036,BENT,NM,88314,S,N,45000,5.3,3300,0,0
Oscar,O'Dunlaing,F,702,167-5592,GOLDFIELD,NV,89013,M,Y,50000,0,0,0,0
Adamantios,D'Hooge,M,901,481-9086,SMYRNA,TN,37167,M,Y,85000,0,0,0,0
Nirmal,L'Ecuyer,F,702,416-9597,LAS VEGAS,NV,89120,M,Y,35000,0,0,0,0
Tanel,D'Hont,M,740,483-9422,EAST LIBERTY,OH,43319,M,N,65000,2.7036924,0,2600,0
Michelene,Ugol'nikov,F,864,996-2521,LAKE CITY,SC,29560,S,N,45000,7,3300,0,0
Weicong,D'Hondt,M,702,103-4701,NORTH LAS VEGAS,NV,89036,S,N,15000,0,0,0,0
Seokwon,d'Argence,M,601,496-3149,POPLARVILLE,MS,39470,S,N,20000,5,6000,0,0
Denzil,D'Auria,M,252,827-9841,HILLSBOROUGH,NC,27278,S,N,100000,7.8304195,3300,0,0
Kuo,N'Dong,F,580,265-2889,ENID,OK,73706,S,Y,70000,6.25,1000,0,1000
Kenta,D'Hooge,M,605,301-5456,OACOMA,SD,57365,M,Y,40000,0,0,0,0
Ulric,L'Ecuyer,M,303,968-3868,PLATTEVILLE,CO,80651,M,Y,35000,4.63,0,0,0
Jihad,d'Inverno,F,775,232-2535,GARDNERVILLE,NV,89410,M,N,100000,0,0,0,0
Nicoletta,D'Silva,M,907,853-8522,SAINT GEORGE ISLAND,AK,99591,M,Y,20000,0,0,0,0
Ward,d'Argence,F,773,109-7886,SPRINGFIELD,IL,62769,S,N,10000,3,2000,0,0
